,symbol,name,area,industry,fullname,enname,cnspell,market,exchange,list_status,list_date,delist_date
0,000001,平安银行,深圳,银行,平安银行股份有限公司,"Ping An Bank Co., Ltd.",payh,主板,SZSE,L,19910403,
1,000002,万科A,深圳,全国地产,万科企业股份有限公司,"China Vanke Co.,Ltd.",wka,主板,SZSE,L,19910129,
2,000004,ST国华,深圳,软件服务,深圳国华网安科技股份有限公司,"Shenzhen Guohua Network Security Technology Co., Ltd.",stgh,主板,SZSE,L,19910114,
3,000005,ST星源,深圳,环境保护,深圳世纪星源股份有限公司,Shenzhen Fountain Corporation,stxy,主板,SZSE,L,19901210,
4,000006,深振业A,深圳,区域地产,深圳市振业(集团)股份有限公司,"Shenzhen Zhenye(Group) Co., Ltd",szya,主板,SZSE,L,19920427,
5,000007,*ST全新,深圳,其他商业,深圳市全新好股份有限公司,"Shenzhen Quanxinhao Co,.Ltd.",stqx,主板,SZSE,L,19920413,
6,000008,神州高铁,北京,运输设备,神州高铁技术股份有限公司,"China High Speed Railway Technology Co., Ltd.",szgt,主板,SZSE,L,19920507,
7,000009,中国宝安,深圳,电气设备,中国宝安集团股份有限公司,"China Baoan Group Co.,Ltd.",zgba,主板,SZSE,L,19910625,
8,000010,美丽生态,深圳,建筑工程,深圳美丽生态股份有限公司,"Shenzhen Ecobeauty Co.,Ltd.",mlst,主板,SZSE,L,19951027,
9,000011,深物业A,深圳,区域地产,深圳市物业发展(集团)股份有限公司,Shenzhen Properties & Resources Development (Group) Ltd.,swya,主板,SZSE,L,19920330,
10,000012,南玻A,深圳,玻璃,中国南玻集团股份有限公司,"Csg Holding Co., Ltd.",nba,主板,SZSE,L,19920228,
11,000014,沙河股份,深圳,全国地产,沙河实业股份有限公司,"Shahe Industrial Co.,Ltd.",shgf,主板,SZSE,L,19920602,
12,000016,深康佳A,深圳,家用电器,康佳集团股份有限公司,"Konka Group Co.,Ltd",skja,主板,SZSE,L,19920327,
13,000017,深中华A,深圳,服饰,深圳中华自行车(集团)股份有限公司,Shenzhen China Bicycle Company (Holdings) Limited,szha,主板,SZSE,L,19920331,
14,000019,深粮控股,深圳,农业综合,深圳市深粮控股股份有限公司,"Shenzhen Cereals Holdings Co.,Ltd.",slkg,主板,SZSE,L,19921012,
15,000020,深华发A,深圳,元器件,深圳中恒华发股份有限公司,"Shenzhen Zhongheng Huafa Co.,Ltd.",shfa,主板,SZSE,L,19920428,
16,000021,深科技,深圳,元器件,深圳长城开发科技股份有限公司,"Shenzhen Kaifa Technology Co., Ltd.",skj,主板,SZSE,L,19940202,
17,000023,ST深天,深圳,水泥,深圳市天地(集团)股份有限公司,"Shenzhen Universe (Group) Co.,Ltd.",stst,主板,SZSE,L,19930429,
18,000025,特力A,深圳,汽车服务,深圳市特力(集团)股份有限公司,"Shenzhen Tellus Holding Co.,Ltd.",tla,主板,SZSE,L,19930621,
19,000026,飞亚达,深圳,服饰,飞亚达精密科技股份有限公司,"Fiyta Precision Technology Co., Ltd.",fyd,主板,SZSE,L,19930603,
20,000027,深圳能源,深圳,火力发电,深圳能源集团股份有限公司,"Shenzhen Energy Group Co., Ltd.",szny,主板,SZSE,L,19930903,
21,000028,国药一致,深圳,医药商业,国药集团一致药业股份有限公司,China National Accord Medicines Corporation Ltd.,gyyz,主板,SZSE,L,19930809,
22,000029,深深房A,深圳,区域地产,深圳经济特区房地产(集团)股份有限公司,"Shenzhen Special Economic Zone Real Estate&Properties (Group).Co.,Ltd.",ssfa,主板,SZSE,L,19930915,
23,000030,富奥股份,吉林,汽车配件,富奥汽车零部件股份有限公司,Fawer Automotive Parts Limited Company,fagf,主板,SZSE,L,19930929,
24,000031,大悦城,深圳,全国地产,大悦城控股集团股份有限公司,"Grandjoy Holdings Group Co.,Ltd.",dyc,主板,SZSE,L,19931008,
25,000032,深桑达A,深圳,建筑工程,深圳市桑达实业股份有限公司,"Shenzhen Sed Industry Co.,Ltd.",ssda,主板,SZSE,L,19931028,
26,000034,神州数码,深圳,软件服务,神州数码集团股份有限公司,"Digital China Group Co.,Ltd.",szsm,主板,SZSE,L,19940509,
27,000035,中国天楹,江苏,环境保护,中国天楹股份有限公司,China Tianying Inc.,zgty,主板,SZSE,L,19940408,
28,000036,华联控股,深圳,全国地产,华联控股股份有限公司,China Union Holdings Ltd.,hlkg,主板,SZSE,L,19940617,
29,000037,深南电A,深圳,火力发电,深圳南山热电股份有限公司,Shenzhen Nanshan Power Company Limited,snda,主板,SZSE,L,19940701,
30,000038,大通退,,,深圳大通实业股份有限公司,"Shenzhen Capstone Industrial Co., Ltd.",dtt,主板,SZSE,L,19940808,
31,000039,中集集团,深圳,运输设备,中国国际海运集装箱(集团)股份有限公司,"China International Marine Containers (Group) Co., Ltd",zjjt,主板,SZSE,L,19940408,
32,000040,东旭蓝天,深圳,新型电力,东旭蓝天新能源股份有限公司,"Tunghsu Azure Renewable Energy Co., Ltd.",dxlt,主板,SZSE,L,19940808,
33,000042,中洲控股,深圳,全国地产,深圳市中洲投资控股股份有限公司,"Shenzhen Centralcon Investment Holding Co.,Ltd",zzkg,主板,SZSE,L,19940921,
34,000045,深纺织A,深圳,元器件,深圳市纺织(集团)股份有限公司,"Shenzhen Textile (Holdings) Co.,Ltd",sfza,主板,SZSE,L,19940815,
35,000046,*ST泛海,北京,多元金融,泛海控股股份有限公司,"Oceanwide Holdings Co., Ltd.",stfh,主板,SZSE,L,19940912,
36,000048,京基智农,深圳,区域地产,深圳市京基智农时代股份有限公司,"Shenzhen Kingkey Smart Agriculture Times Co.,Ltd",jjzn,主板,SZSE,L,19941101,
37,000049,德赛电池,深圳,电气设备,深圳市德赛电池科技股份有限公司,"Shenzhen Desay Battery Technology Co., Ltd.",dsdc,主板,SZSE,L,19950320,
38,000050,深天马A,深圳,元器件,天马微电子股份有限公司,"Tianma Microelectronics Co.,Ltd.",stma,主板,SZSE,L,19950315,
39,000055,方大集团,深圳,装修装饰,方大集团股份有限公司,"China Fangda Group Co.,Ltd.",fdjt,主板,SZSE,L,19960415,
40,000056,皇庭国际,深圳,房产服务,深圳市皇庭国际企业股份有限公司,"Shenzhen Wongtee International Enterprise Co., Ltd.",htgj,主板,SZSE,L,19960708,
41,000058,深赛格,深圳,商品城,深圳赛格股份有限公司,"Shenzhen Seg Co.,Ltd",ssg,主板,SZSE,L,19961226,
42,000059,华锦股份,辽宁,石油加工,北方华锦化学工业股份有限公司,"North Huajin Chemical Industries Co.,Ltd",hjgf,主板,SZSE,L,19970130,
43,000060,中金岭南,深圳,铅锌,深圳市中金岭南有色金属股份有限公司,Shenzhen Zhongjin Lingnan Nonfemet Co. Ltd.,zjln,主板,SZSE,L,19970123,
44,000061,农产品,深圳,农业综合,深圳市农产品集团股份有限公司,"Shenzhen Agricultural Power Group Co.,Ltd",ncp,主板,SZSE,L,19970110,
45,000062,深圳华强,深圳,元器件,深圳华强实业股份有限公司,"Shenzhen Huaqiang Industry Co.,Ltd",szhq,主板,SZSE,L,19970130,
46,000063,中兴通讯,深圳,通信设备,中兴通讯股份有限公司,Zte Corporation,zxtx,主板,SZSE,L,19971118,
47,000065,北方国际,北京,建筑工程,北方国际合作股份有限公司,Norinco International Cooperation Ltd.,bfgj,主板,SZSE,L,19980605,
48,000066,中国长城,深圳,IT设备,中国长城科技集团股份有限公司,"China Greatwall Technology Group Co., Ltd.",zgcc,主板,SZSE,L,19970626,
49,000068,华控赛格,深圳,环境保护,深圳华控赛格股份有限公司,"Shenzhen Huakong Seg Co., Ltd.",hksg,主板,SZSE,L,19970611,
50,000069,华侨城A,深圳,全国地产,深圳华侨城股份有限公司,"Shenzhen Overseas Chinese Town Co.,Ltd.",hqca,主板,SZSE,L,19970910,
51,000070,特发信息,深圳,通信设备,深圳市特发信息股份有限公司,"Shenzhen Sdg Information Co., Ltd.",tfxx,主板,SZSE,L,20000511,
52,000078,海王生物,深圳,医药商业,深圳市海王生物工程股份有限公司,"Shenzhen Neptunus Bioengineering Co.,Ltd",hwsw,主板,SZSE,L,19981218,
53,000088,盐田港,深圳,港口,深圳市盐田港股份有限公司,"Shenzhen Yan Tian Port Holdings Co.,Ltd.",ytg,主板,SZSE,L,19970728,
54,000089,深圳机场,深圳,机场,深圳市机场股份有限公司,"Shenzhen Airport Co.,Ltd.",szjc,主板,SZSE,L,19980420,
55,000090,天健集团,深圳,建筑工程,深圳市天健(集团)股份有限公司,"Shenzhen Tagen Group Co., Ltd.",tjjt,主板,SZSE,L,19990721,
56,000096,广聚能源,深圳,石油贸易,深圳市广聚能源股份有限公司,"Shenzhen Guangju Energy Co.,Ltd.",gjny,主板,SZSE,L,20000724,
57,000099,中信海直,深圳,空运,中信海洋直升机股份有限公司,"Citic Offshore Helicopter Co., Ltd.",zxhz,主板,SZSE,L,20000731,
58,000100,TCL科技,广东,元器件,TCL科技集团股份有限公司,Tcl Technology Group Corporation,tclkj,主板,SZSE,L,20040130,
59,000151,中成股份,北京,商贸代理,中成进出口股份有限公司,China National Complete Plant Import and Export Corporation Limited,zcgf,主板,SZSE,L,20000906,
60,000153,丰原药业,安徽,化学制药,安徽丰原药业股份有限公司,"Anhui Fengyuan Pharmaceutical Co., Ltd.",fyyy,主板,SZSE,L,20000920,
61,000155,川能动力,四川,新型电力,四川省新能源动力股份有限公司,Sichuan New Energypower Company Limited,cndl,主板,SZSE,L,20000926,
62,000156,华数传媒,浙江,影视音像,华数传媒控股股份有限公司,"Wasu Media Holding Co.,Ltd",hscm,主板,SZSE,L,20000906,
63,000157,中联重科,湖南,工程机械,中联重科股份有限公司,"Zoomlion Heavy Industry Science and Technology Co., Ltd",zlzk,主板,SZSE,L,20001012,
64,000158,常山北明,河北,软件服务,石家庄常山北明科技股份有限公司,"Shijiazhuang Changshan Beiming Technology Co.,Ltd",csbm,主板,SZSE,L,20000724,
65,000159,国际实业,新疆,石油贸易,新疆国际实业股份有限公司,"Xinjiang International Industry Co.,Ltd",gjsy,主板,SZSE,L,20000926,
66,000166,申万宏源,新疆,证券,申万宏源集团股份有限公司,"Shenwan Hongyuan Group Co.,Ltd.",swhy,主板,SZSE,L,20150126,
67,000301,东方盛虹,江苏,化纤,江苏东方盛虹股份有限公司,"Jiangsu Eastern Shenghong Co.,Ltd.",dfsh,主板,SZSE,L,20000529,
68,000333,美的集团,广东,家用电器,美的集团股份有限公司,"Midea Group Co.,Ltd.",mdjt,主板,SZSE,L,20130918,
69,000338,潍柴动力,山东,汽车配件,潍柴动力股份有限公司,"Weichai Power Co.,Ltd.",wcdl,主板,SZSE,L,20070430,
70,000400,许继电气,河南,电气设备,许继电气股份有限公司,"Xj Electric Co.,Ltd.",xjdq,主板,SZSE,L,19970418,
71,000401,冀东水泥,河北,水泥,唐山冀东水泥股份有限公司,"Tangshan Jidong Cement Co.,Ltd.",jdsn,主板,SZSE,L,19960614,
72,000402,金融街,北京,全国地产,金融街控股股份有限公司,"Financial Street Holdings Co., Ltd.",jrj,主板,SZSE,L,19960626,
73,000403,派林生物,山西,生物制药,派斯双林生物制药股份有限公司,"Pacific Shuanglin Bio-Pharmacy Co., Ltd",plsw,主板,SZSE,L,19960628,
74,000404,长虹华意,江西,家用电器,长虹华意压缩机股份有限公司,"Changhong Huayi Compressor Co., Ltd.",chhy,主板,SZSE,L,19960619,
75,000407,胜利股份,山东,供气供热,山东胜利股份有限公司,"Shandong Shengli Co.,Ltd.",slgf,主板,SZSE,L,19960703,
76,000408,藏格矿业,青海,农药化肥,藏格矿业股份有限公司,Zangge Mining Company Limited,cgky,主板,SZSE,L,19960628,
77,000409,云鼎科技,山东,软件服务,云鼎科技股份有限公司,"Yunding Technology Co.,Ltd.",ydkj,主板,SZSE,L,19960627,
78,000410,沈阳机床,辽宁,机床制造,沈阳机床股份有限公司,"Shenyang Machine Tool Co.,Ltd",syjc,主板,SZSE,L,19960718,
79,000411,英特集团,浙江,医药商业,浙江英特集团股份有限公司,"Zhejiang Int'l Group Co.,Ltd.",ytjt,主板,SZSE,L,19960716,
80,000413,东旭光电,河北,元器件,东旭光电科技股份有限公司,"Tunghsu Optoelectronic Technology Co., Ltd.",dxgd,主板,SZSE,L,19960925,
81,000415,渤海租赁,新疆,多元金融,渤海租赁股份有限公司,"Bohai Leasing Co.,Ltd.",bhzl,主板,SZSE,L,19960716,
82,000416,*ST民控,山东,多元金融,民生控股股份有限公司,"Minsheng Holdings Co.,Ltd",stmk,主板,SZSE,L,19960719,
83,000417,合肥百货,安徽,百货,合肥百货大楼集团股份有限公司,"Hefei Department Store Group Co.,Ltd",hfbh,主板,SZSE,L,19960812,
84,000419,通程控股,湖南,百货,长沙通程控股股份有限公司,"Changsha Tongcheng Holdings Co.,Ltd",tckg,主板,SZSE,L,19960816,
85,000420,吉林化纤,吉林,化纤,吉林化纤股份有限公司,"Jilin Chemical Fibre Stock Co., Ltd.",jlhx,主板,SZSE,L,19960802,
86,000421,南京公用,江苏,供气供热,南京公用发展股份有限公司,"Nanjing Public Utilities Development Co.,Ltd.",njgy,主板,SZSE,L,19960806,
87,000422,湖北宜化,湖北,农药化肥,湖北宜化化工股份有限公司,"Hubei Yihua Chemical Industry Co.,Ltd",hbyh,主板,SZSE,L,19960815,
88,000423,东阿阿胶,山东,中成药,东阿阿胶股份有限公司,"Dong-E-E-Jiao Co.,Ltd.",deej,主板,SZSE,L,19960729,
89,000425,徐工机械,江苏,工程机械,徐工集团工程机械股份有限公司,"Xcmg Construction Machinery Co., Ltd.",xgjx,主板,SZSE,L,19960828,
90,000426,兴业银锡,内蒙,铅锌,内蒙古兴业银锡矿业股份有限公司,"Inner  Mongolia Xingye Silver &Tin Mining Co.,Ltd",xyyx,主板,SZSE,L,19960828,
91,000428,华天酒店,湖南,酒店餐饮,华天酒店集团股份有限公司,"Huatian Hotel Group Co.,Ltd.",htjd,主板,SZSE,L,19960808,
92,000429,粤高速A,广东,路桥,广东省高速公路发展股份有限公司,Guangdong Provincial Expressway Development Co.Ltd.,ygsa,主板,SZSE,L,19980220,
93,000430,张家界,湖南,旅游景点,张家界旅游集团股份有限公司,"Zhang Jia Jie Tourism Group Co., Ltd",zjj,主板,SZSE,L,19960829,
94,000488,晨鸣纸业,山东,造纸,山东晨鸣纸业集团股份有限公司,Shandong Chenming Paper Holdings Limited,cmzy,主板,SZSE,L,20001120,
95,000498,山东路桥,山东,建筑工程,山东高速路桥集团股份有限公司,"Shandong Hi-Speed Road&Bridge Group Co.,Ltd.",sdlq,主板,SZSE,L,19970609,
96,000501,武商集团,湖北,百货,武商集团股份有限公司,"Wushang Group Co., Ltd.",wsjt,主板,SZSE,L,19921120,
97,000503,国新健康,山东,软件服务,国新健康保障服务集团股份有限公司,"China Reform Health Management and Services Group Co., Ltd.",gxjk,主板,SZSE,L,19921130,
98,000504,南华生物,湖南,医疗保健,南华生物医药股份有限公司,"Landfar Bio-Medicine Co.,Ltd",nhsw,主板,SZSE,L,19921208,
99,000505,京粮控股,海南,食品,海南京粮控股股份有限公司,"Hainan Jingliang Holdings Co., Ltd.",jlkg,主板,SZSE,L,19921221,
100,000506,中润资源,山东,黄金,中润资源投资股份有限公司,Zhongrun Resources Investment Corporation,zrzy,主板,SZSE,L,19930312,
101,000507,珠海港,广东,港口,珠海港股份有限公司,"Zhuhai Port Co.,Ltd.",zhg,主板,SZSE,L,19930326,
102,000509,华塑控股,四川,元器件,华塑控股股份有限公司,"Huasu Holdings Co.,Ltd",hskg,主板,SZSE,L,19930507,
103,000510,新金路,四川,化工原料,四川新金路集团股份有限公司,"Sichuan Xinjinlu Group Co.,Ltd",xjl,主板,SZSE,L,19930507,
104,000513,丽珠集团,广东,化学制药,丽珠医药集团股份有限公司,Livzon Pharmaceutical Group Inc.,lzjt,主板,SZSE,L,19931028,
105,000514,渝开发,重庆,区域地产,重庆渝开发股份有限公司,"Chongqing Yukaifa Co.,Ltd",ykf,主板,SZSE,L,19930712,
106,000516,国际医学,陕西,医疗保健,西安国际医学投资股份有限公司,Xi'an International Medical Investment Company Limited,gjyx,主板,SZSE,L,19930809,
107,000517,荣安地产,浙江,区域地产,荣安地产股份有限公司,"Rongan Property Co., Ltd.",radc,主板,SZSE,L,19930806,
108,000518,四环生物,江苏,生物制药,江苏四环生物股份有限公司,"Jiangsu Sihuan Bioengineering Co.,Ltd",shsw,主板,SZSE,L,19930908,
109,000519,中兵红箭,湖南,专用机械,中兵红箭股份有限公司,"North Industries Group Red Arrow Co., Ltd",zbhj,主板,SZSE,L,19931008,
110,000520,长航凤凰,湖北,水运,长航凤凰股份有限公司,"Chang Jiang Shipping Group Phoenix Co.,Ltd",chfh,主板,SZSE,L,19931025,
111,000521,长虹美菱,安徽,家用电器,长虹美菱股份有限公司,Changhong Meiling Company Limited,chml,主板,SZSE,L,19931018,
112,000523,广州浪奇,广东,日用化工,广州市浪奇实业股份有限公司,"Lonkey Industrial Co.,Ltd.Guangzhou",gzlq,主板,SZSE,L,19931108,
113,000524,岭南控股,广东,旅游服务,广州岭南集团控股股份有限公司,Guangzhou Lingnan Group Holdings Company Limited,lnkg,主板,SZSE,L,19931118,
114,000525,ST红太阳,江苏,农药化肥,南京红太阳股份有限公司,"Nanjing Red Sun Co.,Ltd.",sthty,主板,SZSE,L,19931028,
115,000526,学大教育,福建,文教休闲,学大(厦门)教育科技集团股份有限公司,"Xueda (Xiamen) Education Technology Group Co., Ltd",xdjy,主板,SZSE,L,19931101,
116,000528,柳工,广西,工程机械,广西柳工机械股份有限公司,"Guangxi Liugong Machinery Co., Ltd.",lg,主板,SZSE,L,19931118,
117,000529,广弘控股,广东,出版业,广东广弘控股股份有限公司,"Guangdong Guanghong Holdings Co.,Ltd.",ghkg,主板,SZSE,L,19931118,
118,000530,冰山冷热,辽宁,机械基件,冰山冷热科技股份有限公司,"Bingshan Refrigeration & Heat Transfer Technologies Co.,Ltd.",bslr,主板,SZSE,L,19931208,
119,000531,穗恒运A,广东,火力发电,广州恒运企业集团股份有限公司,Guangzhou Hengyun Enterprises Holding Ltd,shya,主板,SZSE,L,19940106,
120,000532,华金资本,广东,多元金融,珠海华金资本股份有限公司,"Zhuhai Huajin Capital Co.,Ltd.",hjzb,主板,SZSE,L,19940103,
121,000533,顺钠股份,广东,电气设备,广东顺钠电气股份有限公司,"Guangdong Shunna Electric Co.,Ltd",sngf,主板,SZSE,L,19940103,
122,000534,万泽股份,广东,生物制药,万泽实业股份有限公司,"Wedge Industrial Co.,Ltd.",wzgf,主板,SZSE,L,19940110,
123,000536,华映科技,福建,元器件,华映科技(集团)股份有限公司,"Cpt Technology (Group) Co.,Ltd",hykj,主板,SZSE,L,19931126,
124,000537,广宇发展,天津,新型电力,天津中绿电投资股份有限公司,"China Green Electricity Investment of Tianjin Co.,Ltd.",gyfz,主板,SZSE,L,19931210,
125,000538,云南白药,云南,中成药,云南白药集团股份有限公司,"Yunnan Baiyao Group Co., Ltd.",ynby,主板,SZSE,L,19931215,
126,000539,粤电力A,广东,火力发电,广东电力发展股份有限公司,"Guangdong Electric Power Development Co.,Ltd",ydla,主板,SZSE,L,19931126,
127,000540,*ST中天,贵州,多元金融,中天金融集团股份有限公司,Zhongtian Financial Group Company Limited,stzt,主板,SZSE,L,19940202,
128,000541,佛山照明,广东,家用电器,佛山电器照明股份有限公司,"Foshan Electrical and Lighting Co.,Ltd",fszm,主板,SZSE,L,19931123,
129,000543,皖能电力,安徽,火力发电,安徽省皖能股份有限公司,An Hui Wenergy Company Limited,wndl,主板,SZSE,L,19931220,
130,000544,中原环保,河南,环境保护,中原环保股份有限公司,"Central Plains Environment Protection Co.,Ltd.",zyhb,主板,SZSE,L,19931208,
131,000545,金浦钛业,吉林,化工原料,金浦钛业股份有限公司,"Gpro Titanium Industry Co.,Ltd",jpty,主板,SZSE,L,19931215,
132,000546,ST金圆,吉林,环境保护,金圆环保股份有限公司,"Jinyuan Ep Co.,Ltd.",stjy,主板,SZSE,L,19931215,
133,000547,航天发展,福建,通信设备,航天工业发展股份有限公司,"Addsino Co.,Ltd.",htfz,主板,SZSE,L,19931130,
134,000548,湖南投资,湖南,路桥,湖南投资集团股份有限公司,"Hunan Investment Group Co.,Ltd.",hntz,主板,SZSE,L,19931220,
135,000550,江铃汽车,江西,汽车整车,江铃汽车股份有限公司,"Jiangling Motors Corporation, Ltd.",jlqc,主板,SZSE,L,19931201,
136,000551,创元科技,江苏,专用机械,创元科技股份有限公司,"Create Technology & Science Co., Ltd.",cykj,主板,SZSE,L,19940106,
137,000552,甘肃能化,甘肃,煤炭开采,甘肃能化股份有限公司,"Gansu Energy Chemical Co.,Ltd",gsnh,主板,SZSE,L,19940106,
138,000553,安道麦A,湖北,农药化肥,安道麦股份有限公司,Adama Ltd.,adma,主板,SZSE,L,19931203,
139,000554,泰山石油,山东,石油贸易,中国石化山东泰山石油股份有限公司,"Sinopec Shandong Taishan Pectroleum Co.,Ltd.",tssy,主板,SZSE,L,19931215,
140,000555,神州信息,深圳,软件服务,神州数码信息服务股份有限公司,Digital China Information Service Company Ltd.,szxx,主板,SZSE,L,19940408,
141,000557,西部创业,宁夏,铁路,宁夏西部创业实业股份有限公司,"Ningxia Western Venture Industrial Co., Ltd.",xbcy,主板,SZSE,L,19940617,
142,000558,莱茵体育,浙江,文教休闲,莱茵达体育发展股份有限公司,"Lander Sports Development Co., Ltd.",lyty,主板,SZSE,L,19940509,
143,000559,万向钱潮,浙江,汽车配件,万向钱潮股份公司,"Wanxiang Qianchao Co.,Ltd.",wxqc,主板,SZSE,L,19940110,
144,000560,我爱我家,云南,房产服务,我爱我家控股集团股份有限公司,"5I5j Holding Group Co., Ltd.",wawj,主板,SZSE,L,19940202,
145,000561,烽火电子,陕西,通信设备,陕西烽火电子股份有限公司,"Shaanxi Fenghuo Electronics Co., Ltd.",fhdz,主板,SZSE,L,19940509,
146,000563,陕国投A,陕西,多元金融,陕西省国际信托股份有限公司,"Shaanxi International Trust Co.,Ltd.",sgta,主板,SZSE,L,19940110,
147,000564,ST大集,陕西,百货,供销大集集团股份有限公司,"Ccoop Group Co., Ltd",stdj,主板,SZSE,L,19940110,
148,000565,渝三峡A,重庆,染料涂料,重庆三峡油漆股份有限公司,"Chongqing Sanxia Paints Co.,Ltd",ysxa,主板,SZSE,L,19940408,
149,000566,海南海药,海南,化学制药,海南海药股份有限公司,"Hainanhaiyao Co.,Ltd.",hnhy,主板,SZSE,L,19940525,
150,000567,海德股份,海南,多元金融,海南海德资本管理股份有限公司,"Hainan Haide Capital Management Co.,Ltd.",hdgf,主板,SZSE,L,19940525,
151,000568,泸州老窖,四川,白酒,泸州老窖股份有限公司,"Luzhou Laojiao Co.,Ltd",lzlj,主板,SZSE,L,19940509,
152,000570,苏常柴A,江苏,农用机械,常柴股份有限公司,"Changchai Co.,Ltd.",scca,主板,SZSE,L,19940701,
153,000571,ST大洲,海南,煤炭开采,新大洲控股股份有限公司,"Sundiro Holding Co.,Ltd.",stdz,主板,SZSE,L,19940525,
154,000572,海马汽车,海南,汽车整车,海马汽车股份有限公司,"Haima Automobile Co.,Ltd.",hmqc,主板,SZSE,L,19940808,
155,000573,粤宏远A,广东,电气设备,东莞宏远工业区股份有限公司,DongGuan Winnerway Industry Zone LTD.,yhya,主板,SZSE,L,19940815,
156,000576,甘化科工,广东,食品,广东甘化科工股份有限公司,"Guangdong Ganhua Science & Industry Co., Ltd.",ghkg,主板,SZSE,L,19940907,
157,000581,威孚高科,江苏,汽车配件,无锡威孚高科技集团股份有限公司,"Weifu High-Technology Group Co.,Ltd.",wfgk,主板,SZSE,L,19980924,
158,000582,北部湾港,广西,港口,北部湾港股份有限公司,"Beibu Gulf Port Co., Ltd.",bbwg,主板,SZSE,L,19951102,
159,000584,ST工智,江苏,专用机械,江苏哈工智能机器人股份有限公司,"Jiangsu Hagong Intelligent Robot Co.,Ltd",stgz,主板,SZSE,L,19951128,
160,000586,汇源通信,四川,通信设备,四川汇源光通信股份有限公司,"Sichuan Huiyuan Optical Communications Co.,Ltd.",hytx,主板,SZSE,L,19951220,
161,000589,贵州轮胎,贵州,汽车配件,贵州轮胎股份有限公司,"Guizhou Tyre Co.,Ltd.",gzlt,主板,SZSE,L,19960308,
162,000590,启迪药业,湖南,中成药,启迪药业集团股份公司,"Tus-Pharmaceutical Group Co., Ltd.",qdyy,主板,SZSE,L,19960119,
163,000591,太阳能,重庆,新型电力,中节能太阳能股份有限公司,"Cecep Solar Energy Co.,Ltd.",tyn,主板,SZSE,L,19960208,
164,000592,平潭发展,福建,林业,中福海峡(平潭)发展股份有限公司,Zhongfu Straits (Pingtan) Development Company Limited,ptfz,主板,SZSE,L,19960327,
165,000593,德龙汇能,四川,供气供热,德龙汇能集团股份有限公司,"Delong Composite Energy Group Co., Ltd",dlhn,主板,SZSE,L,19960312,
166,000595,宝塔实业,宁夏,机械基件,宝塔实业股份有限公司,"Baota Industry Co.,Ltd.",btsy,主板,SZSE,L,19960419,
167,000596,古井贡酒,安徽,白酒,安徽古井贡酒股份有限公司,Anhui Gujing Distillery Company Limited,gjgj,主板,SZSE,L,19960927,
168,000597,东北制药,辽宁,化学制药,东北制药集团股份有限公司,"Northeast Pharmaceutical Group Co., Ltd.",dbzy,主板,SZSE,L,19960523,
169,000598,兴蓉环境,四川,水务,成都市兴蓉环境股份有限公司,"Chengdu Xingrong Environment Co., Ltd.",xrhj,主板,SZSE,L,19960529,
170,000599,青岛双星,山东,汽车配件,青岛双星股份有限公司,"Qingdao Doublestar Co., Ltd",qdsx,主板,SZSE,L,19960430,
171,000600,建投能源,河北,火力发电,河北建投能源投资股份有限公司,"Jointo Energy Investment Co.,Ltd.Hebei.",jtny,主板,SZSE,L,19960606,
172,000601,韶能股份,广东,水力发电,广东韶能集团股份有限公司,"Guangdong Shaoneng Group Co.,Ltd",sngf,主板,SZSE,L,19960830,
173,000603,盛达资源,北京,铅锌,盛达金属资源股份有限公司,"Shengda Resources Co.,Ltd.",sdzy,主板,SZSE,L,19960823,
174,000605,渤海股份,北京,供气供热,渤海水业股份有限公司,"Bohai Water Industry Co., Ltd.",bhgf,主板,SZSE,L,19960913,
175,000606,顺利退,,,顺利办信息服务股份有限公司,"Shunliban Information Service Co., Ltd",slt,主板,SZSE,L,19961004,
176,000607,华媒控股,浙江,广告包装,浙江华媒控股股份有限公司,"Zhejiang Huamei Holding Co., Ltd.",hmkg,主板,SZSE,L,19960830,
177,000608,阳光股份,广西,区域地产,阳光新业地产股份有限公司,"Yang Guang Co., Ltd.",yggf,主板,SZSE,L,19960919,
178,000609,中迪投资,北京,区域地产,北京中迪投资股份有限公司,"Beijing Zodi Investment Co., Ltd.",zdtz,主板,SZSE,L,19961010,
179,000610,西安旅游,陕西,旅游服务,西安旅游股份有限公司,"Xi'an Tourism Co.,Ltd.",xaly,主板,SZSE,L,19960926,
180,000612,焦作万方,河南,铝,焦作万方铝业股份有限公司,"Jiaozuo Wanfang Aluminum Manufacturing Co., Ltd",jzwf,主板,SZSE,L,19960926,
181,000615,*ST美谷,湖北,医疗保健,奥园美谷科技股份有限公司,"Aoyuan Beauty Valley Technology Co.,Ltd.",stmg,主板,SZSE,L,19961016,
182,000616,*ST海投,辽宁,全国地产,海航投资集团股份有限公司,"Hna Investment Group Co.,Ltd",stht,主板,SZSE,L,19961108,
183,000617,中油资本,新疆,多元金融,中国石油集团资本股份有限公司,Cnpc Capital Company Limited,zyzb,主板,SZSE,L,19961022,
184,000619,海螺新材,安徽,其他建材,海螺(安徽)节能环保新材料股份有限公司,"Conch (Anhui) Energy Saving and Environment Protection New Material Co., Ltd.",hlxc,主板,SZSE,L,19961023,
185,000620,*ST新联,北京,全国地产,新华联文化旅游发展股份有限公司,"Macrolink Culturaltainment Development Co., Ltd.",stxl,主板,SZSE,L,19961029,
